"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","6M_Low_diff","6M_High_diff","SMA88_chg_norm","SMA268_chg_norm","6M_Low_diff_norm","6M_High_diff_norm","1Y_High_diff","1Y_Low_diff","1Y_High_diff_norm","1Y_Low_diff_norm","ADV_6M","ADV_3M","ADV_15D","AVG_ADV","SOLIDITY_SCORE","Normalized_COM_6M","Normalized_COM_3M","Normalized_52W_LOW","FINAL_THG","CS_FACTOR"
"USB PRH","USB-H","USB","FLR","","8.00","06/12/2025","4/15/2011","NONE","0.32","3.50%","","","1557.99","Regionalbank","","22.00","","","","","","21.00","","","22.09","21.89","-4.93","-4.07","18.91","24.00","17.27","24.00","20.76","1.85","-3.24","71.86","61.15","50.45","52.07","-3.24","3.49","46.36","68.06","65294.00","57311.00","65779.00","62795.00","66.87","37.84","52.64","71.44","502.56","1.00"
"VLYPN","VLYPN","VLY","NFF","","8.00","06/13/2025","9/30/2029","NONE","0.52","8.25%","","","559.85","Regionalbank","","23.00","","","","","","25.51","","","","","","","23.75","26.88","23.75","26.88","25.12","1.37","-1.76","44.14","40.14","59.08","31.66","-1.76","1.37","28.72","80.17","18335.00","15784.00","7641.00","13920.00","52.89","","","","354.97","1.00"
"VLYPO","VLYPO","VLY","FF","","8.00","06/13/2025","9/30/2022","NONE","0.52","5.50%","","","559.85","Regionalbank","","23.00","","","","","","24.96","","","24.86","24.76","0.42","0.81","22.73","25.77","19.61","26.01","24.57","1.84","-1.20","45.99","43.85","50.63","23.93","-1.44","4.96","24.90","59.66","6489.00","6131.00","4153.00","5591.00","52.89","","","","352.11","1.00"
"VLYPP","VLYPP","VLY","NFF","","10.00","05/27/2025","6/30/2025","NONE","0.39","6.25%","","","559.85","Regionalbank","","6.00","","","","","","25.13","","","24.72","23.99","1.65","4.76","21.71","25.68","15.50","25.68","24.77","3.06","-0.91","40.04","29.85","28.70","19.93","-0.91","9.27","18.58","35.03","9717.00","9204.00","4479.00","7800.00","52.89","","","","300.32","1.00"
"VOYA PRB","VOYA-B","VOYA","NFF","","8.00","06/13/2025","9/15/2029","NONE","0.33","5.35%","","","96.09","Financialconglomerates","","23.00","","","","","","24.26","","","24.18","24.66","0.39","-1.57","22.81","26.63","19.83","26.63","24.02","1.21","-2.61","46.13","52.29","61.96","43.38","-2.61","4.19","38.85","64.06","17351.00","18052.00","13003.00","16135.00","58.49","","","","395.90","1.00"
"WAL PRA","WAL-A","WAL","NFF","","10.00","06/30/2025","9/30/2026","NONE","0.27","4.25%","","","110.43","Regionalbank","","40.00","","","","","","21.61","","","21.91","20.59","-1.37","4.95","19.57","23.00","13.04","23.00","21.46","1.89","-1.54","54.64","29.18","49.73","28.62","-1.54","8.42","26.10","39.89","41807.00","37450.00","35523.00","38260.00","57.79","","","","361.93","1.00"
"WBS PRG","WBS-G","WBS","","","8.00","06/13/2025","4/15/2018","NONE","0.41","6.50%","25.24","20.25","168.44","Regionalbank","","23.00","","","","","","23.98","3.73","-1.26","23.41","23.60","2.41","1.59","21.26","25.26","18.12","25.26","23.67","2.41","-1.59","36.36","41.09","40.38","29.31","-1.59","5.55","26.69","56.29","8576.00","10194.00","5357.00","8043.00","59.86","37.13","42.57","75.46","342.49","1.00"
"WCC PRA","WCC-A","WCC","NFF","","8.00","05/28/2025","6/22/2025","NONE","0.66","10.63%","","","48.81","Industrialdistribution","","7.00","","","","","","25.50","","","25.56","25.91","-0.23","-1.59","25.24","26.48","25.24","27.39","24.89","-0.35","-1.59","49.13","52.36","90.00","29.31","-2.50","-0.35","37.54","90.00","54381.00","62341.00","70414.00","62379.00","58.66","","","","425.56","1.00"
"WHFCL","WHFCL","WHF","","BB","8.00","07/28/2025","9/15/2025","9/15/2028","0.49","7.88%","","24.85","23.24","Assetmanagement","","68.00","","","","","","25.45","0.60","","25.34","25.34","0.44","0.42","25.01","25.73","24.54","27.41","25.33","0.32","-0.40","45.89","45.23","77.96","12.90","-2.08","0.79","32.53","83.49","2164.00","2206.00","2102.00","2157.00","44.84","","","","346.38","1.00"
"WSBCP","WSBCP","WSBC","NFF","","8.00","07/01/2025","11/15/2025","NONE","0.42","6.75%","","","95.79","Regionalbank","","41.00","","","","","","25.17","","","25.18","25.00","-0.05","0.69","24.42","25.60","21.01","25.60","24.94","0.52","-0.66","48.26","44.28","74.36","16.48","-0.66","3.93","15.60","65.54","7208.00","6100.00","7776.00","7028.00","55.10","","","","367.23","1.00"
"WTFCM","WTFCM","WTFC","NFF","","8.00","07/01/2025","7/15/2025","NONE","0.41","6.50%","","","66.87","Regionalbank","","41.00","","","","","","25.10","","","25.07","24.87","0.12","0.93","24.34","25.50","20.46","25.50","24.88","0.54","-0.62","47.44","43.42","74.00","15.93","-0.62","4.42","15.13","62.74","7727.00","9257.00","23479.00","13488.00","61.05","","","","379.27","1.00"
"WTFCP","WTFCP","WTFC","NFF","","8.00","07/14/2025","7/15/2025","NONE","0.43","6.88%","","","66.87","Regionalbank","","54.00","","","","","","25.16","","","25.16","25.09","0.01","0.28","24.68","25.49","22.47","25.49","24.99","0.31","-0.50","47.97","45.73","78.13","14.28","-0.50","2.52","13.70","73.60","36638.00","48974.00","35836.00","40483.00","61.05","","","","394.63","1.00"
"XFLT PRA","XFLT-A","XFLT","","","8.00","06/30/2025","3/31/2023","3/31/2026","0.41","6.50%","25.46","24.54","76.12","Cef","","40.00","","","","","","25.14","0.60","-0.32","25.12","24.96","0.10","0.72","24.61","25.45","24.21","25.45","24.91","0.30","-0.54","47.53","44.17","78.31","14.83","-0.54","0.70","14.17","84.00","3153.00","2176.00","1221.00","2183.00","46.70","","","","348.98","1.00"
"XOMAO","XOMAO","XOMA","","","8.00","06/30/2025","4/15/2022","NONE","0.52","8.38%","25.30","22.56","11.95","Biotechnology","","40.00","","","","","","25.30","2.74","0.00","25.30","25.33","-0.00","-0.11","23.32","25.87","20.43","25.87","25.01","1.69","-0.86","48.02","47.11","53.33","19.24","-0.86","4.58","17.99","61.83","3223.00","2764.00","4362.00","3449.00","46.95","","","","345.16","1.00"
"XOMAP","XOMAP","XOMA","","","","30/06/2025","12/15/2021","NONE","0.54","8.63%","25.92","22.76","11.95","Biotechnology","","","","","","","","25.41","2.65","-0.51","25.69","25.63","-1.08","-0.84","24.96","26.51","21.40","26.51","25.41","0.45","-1.10","53.24","49.70","75.62","22.55","-1.10","4.01","20.85","65.09","1253.00","1284.00","954.00","1164.00","46.95","","","","368.57","1.00"
